timestamp,price
2018-01-12 07,13961.23617179034
2018-01-12 08,13970.66988015458
2018-01-12 09,13851.292077831155
2018-01-12 10,13772.829671851754
2018-01-12 11,13560.85738613877
2018-01-12 12,13593.430916023477
2018-01-12 13,13534.151779846963
2018-01-12 14,13643.302531749805
2018-01-12 15,13835.73297059456
2018-01-12 16,13770.220626850278
2018-01-12 17,13676.01736777935
2018-01-12 18,13756.01146421117
2018-01-12 19,13955.215096286543
2018-01-12 20,14188.536265621407
2018-01-12 21,14159.555475240959
2018-01-12 22,14064.510029932511
2018-01-12 23,14130.467373343306
2018-01-13 00,14222.708543262452
2018-01-13 01,14151.725614102801
2018-01-13 02,14308.534823002059
2018-01-13 03,14295.835240648154
2018-01-13 04,14158.411297421517
2018-01-13 05,14191.258200684324
2018-01-13 06,14194.495403527793
2018-01-13 07,14279.139566887017
2018-01-13 08,14406.196413113046
2018-01-13 09,14395.70953426703
2018-01-13 10,14260.861103726833
2018-01-13 11,14324.053811420576
2018-01-13 12,14276.923999301338
2018-01-13 13,14281.17803689051
2018-01-13 14,14167.51750626332
2018-01-13 15,14159.417772400178
2018-01-13 16,14160.268699371507
2018-01-13 17,14224.823482083728
2018-01-13 18,14222.23144268225
2018-01-13 19,14210.531923959745
2018-01-13 20,14281.193939342413
2018-01-13 21,14229.17945132226
2018-01-13 22,14205.773332963825
2018-01-13 23,14019.211245944422
2018-01-14 00,13742.65601589723
2018-01-14 01,13832.90790734919
2018-01-14 02,13789.475682601354
2018-01-14 03,13745.367365916929
2018-01-14 04,13549.196095019799
2018-01-14 05,13597.097200428232
2018-01-14 06,13550.715099719933
2018-01-14 07,13443.170211734145
2018-01-14 08,13543.049935348181
2018-01-14 09,13570.101953546813
2018-01-14 10,13296.442453664149
2018-01-14 11,13289.245329181178
2018-01-14 12,13428.702010724488
2018-01-14 13,13586.428982785541
2018-01-14 14,13535.02872727909
2018-01-14 15,13433.321323465174
2018-01-14 16,13468.901594119061
2018-01-14 17,13511.46793151591
2018-01-14 18,13680.09852826155
2018-01-14 19,13678.6506070316
2018-01-14 20,13697.706475617251
2018-01-14 21,13555.028084995178
2018-01-14 22,13491.548831940345
2018-01-14 23,13590.00677728521
2018-01-15 00,13578.487594906936
2018-01-15 01,13712.40279639408
2018-01-15 02,13694.218859724462
2018-01-15 03,13610.8817414925
2018-01-15 04,13635.649096370658
2018-01-15 05,13716.904903262379
2018-01-15 06,13675.391658185348
2018-01-15 07,13847.792857604365
2018-01-15 08,14128.77259635135
2018-01-15 09,14193.485091357104
2018-01-15 10,14052.834880751263
2018-01-15 11,14041.568534194674
2018-01-15 12,14007.699654656575
2018-01-15 13,13907.162884944168
2018-01-15 14,13866.713323409102
2018-01-15 15,13864.048463533074
2018-01-15 16,13809.283334254565
2018-01-15 17,13862.881194528018
2018-01-15 18,13628.293747377873
2018-01-15 19,13348.342782342768
2018-01-15 20,13098.702756567815
2018-01-15 21,13023.464797635255
2018-01-15 22,13016.657722860755
2018-01-15 23,12992.144576050861
2018-01-16 00,13046.592780894767
2018-01-16 01,13121.891606042107
2018-01-16 02,12970.746302111555
2018-01-16 03,12216.0655107288
2018-01-16 04,11862.404237806153
2018-01-16 05,11829.766059610356
2018-01-16 06,12173.29531156369
2018-01-16 07,12280.367089139438
2018-01-16 08,11946.098959243769
2018-01-16 09,11909.142443528472
2018-01-16 10,12179.83814100808
2018-01-16 11,12169.57585258981
2018-01-16 12,11680.109877473868
2018-01-16 13,11351.080588448482
2018-01-16 14,11702.661458077948
2018-01-16 15,11424.363319311804
2018-01-16 16,10760.676888169426
2018-01-16 17,10578.862414418234
2018-01-16 18,11201.406626181093
2018-01-16 19,11572.278430623925
2018-01-16 20,11409.587094132305
2018-01-16 21,11234.284882739074
2018-01-16 22,10830.448031168959
2018-01-16 23,11001.240489795604
2018-01-17 00,11086.328864633753
2018-01-17 01,11335.097228508223
2018-01-17 02,11241.05240640866
2018-01-17 03,10990.655683251856
2018-01-17 04,10763.3246314438
2018-01-17 05,10361.772051689855
2018-01-17 06,10358.421210663837
2018-01-17 07,10470.862263219693
2018-01-17 08,10292.09946771745
2018-01-17 09,9726.586097759133
2018-01-17 10,9443.086546510029
2018-01-17 11,9936.920864866506
2018-01-17 12,10204.374916935469
2018-01-17 13,9915.196575637923
2018-01-17 14,10216.438485253739
2018-01-17 15,10739.989393612661
2018-01-17 16,11026.099263866732
2018-01-17 17,11360.654220781196
2018-01-17 18,11087.295656574914
2018-01-17 19,11060.564952738188
2018-01-17 20,11403.765299943108
2018-01-17 21,11651.850409195922
2018-01-17 22,11580.741110833374
2018-01-17 23,11335.689236900775
2018-01-18 00,11044.210878379281
2018-01-18 01,11204.522247164574
2018-01-18 02,10931.019438127289
2018-01-18 03,10867.266316036701
2018-01-18 04,11211.985673138293
2018-01-18 05,11271.75653490399
2018-01-18 06,11548.752968701576
2018-01-18 07,11803.62921095562
2018-01-18 08,11738.013414459547
2018-01-18 09,11805.75515942546
2018-01-18 10,12002.803084908852
2018-01-18 11,11805.472825671271
2018-01-18 12,11751.066724000093
2018-01-18 13,11680.95167325875
2018-01-18 14,11725.839906272915
2018-01-18 15,11866.339140399336
2018-01-18 16,11661.625309103938
2018-01-18 17,11350.15827234556
2018-01-18 18,11246.907206463373
2018-01-18 19,11420.805683458866
2018-01-18 20,11528.490159775622
2018-01-18 21,11312.657685807322
2018-01-18 22,11143.554945725606
2018-01-18 23,11265.451522431455
2018-01-19 00,11409.031870037874
2018-01-19 01,11497.619699000146
2018-01-19 02,11452.388221033694
2018-01-19 03,11648.599357597057
2018-01-19 04,11719.989688172553
2018-01-19 05,11782.252831098913
2018-01-19 06,11766.406742692121
2018-01-19 07,11853.721031865585
2018-01-19 08,11839.004767402792
2018-01-19 09,11660.75773082974
2018-01-19 10,11539.438168070008
2018-01-19 11,11652.986898225563
2018-01-19 12,11426.530489088022
2018-01-19 13,11236.266782026387
2018-01-19 14,11251.684363465047
2018-01-19 15,11314.923465275153
2018-01-19 16,11445.89120984375
2018-01-19 17,11320.397253480869
2018-01-19 18,11393.833439210304
2018-01-19 19,11563.018577581712
2018-01-19 20,11643.90860577367
2018-01-19 21,11648.714763376147
2018-01-19 22,11755.443601694764
2018-01-19 23,11843.834094845999
2018-01-20 00,12395.182311355784
2018-01-20 01,12476.53026951461
2018-01-20 02,12488.735506886445
2018-01-20 03,12545.242392492994
2018-01-20 04,12595.375909689052
2018-01-20 05,12482.890322211857
2018-01-20 06,12445.251534097019
2018-01-20 07,12378.030495088551
2018-01-20 08,12539.329937898614
2018-01-20 09,12578.67041936741
2018-01-20 10,12555.315111759537
2018-01-20 11,12691.220455310713
2018-01-20 12,12830.799875565865
2018-01-20 13,12886.030640015848
2018-01-20 14,12817.797737521367
2018-01-20 15,12723.178101702237
2018-01-20 16,12803.52936273184
2018-01-20 17,12873.526190524428
2018-01-20 18,12776.329523188857
2018-01-20 19,12546.493997723303
2018-01-20 20,12465.853855001282
2018-01-20 21,12522.130959656171
2018-01-20 22,12577.4297239433
2018-01-20 23,12397.998788011908
2018-01-21 00,12169.708255403259
2018-01-21 01,12092.94632943342
2018-01-21 02,11877.032847587077
2018-01-21 03,11960.141525355348
2018-01-21 04,11774.157134564623
2018-01-21 05,11831.904550750698
2018-01-21 06,11992.694539492479
2018-01-21 07,12125.191817738607
2018-01-21 08,12120.320472742653
2018-01-21 09,11854.823067844423
2018-01-21 10,11735.044098554614
2018-01-21 11,11380.655111353852
2018-01-21 12,11363.793147946339
2018-01-21 13,11391.119748664718
2018-01-21 14,11534.667452560012
2018-01-21 15,11265.951596549236
2018-01-21 16,11267.20943486405
2018-01-21 17,11346.239623135403
2018-01-21 18,11383.601145289898
2018-01-21 19,11575.387456151164
2018-01-21 20,11504.141662353728
2018-01-21 21,11380.57341733933
2018-01-21 22,11479.058819940554
2018-01-21 23,11637.658451875835
2018-01-22 00,11480.023263603975
2018-01-22 01,11570.4874330643
2018-01-22 02,11647.033303256783
2018-01-22 03,11753.878004394719
2018-01-22 04,11733.459565680447
2018-01-22 05,11675.432557757706
2018-01-22 06,11528.697649862177
2018-01-22 07,11281.82198287291
2018-01-22 08,10725.739552442608
2018-01-22 09,10695.148746405235
2018-01-22 10,10502.597025296038
2018-01-22 11,10500.718367954714
2018-01-22 12,10640.826900377704
2018-01-22 13,10550.057976013377
2018-01-22 14,10510.478012841111
2018-01-22 15,10454.465295665525
2018-01-22 16,10186.147044145117
2018-01-22 17,10460.317377785055
2018-01-22 18,10704.137298533798
2018-01-22 19,10758.212409390633
2018-01-22 20,10819.613794039058
2018-01-22 21,10745.630563903815
2018-01-22 22,10871.322407174552
2018-01-22 23,10795.789243556528
2018-01-23 00,10408.160727894418
2018-01-23 01,10414.493958861094
2018-01-23 02,10287.058325854437
2018-01-23 03,10478.3655248253
2018-01-23 04,10589.282026506333
2018-01-23 05,10398.370908045437
2018-01-23 06,10185.272599176322
2018-01-23 07,10233.989606033603
2018-01-23 08,10283.289363191143
2018-01-23 09,10313.169686773515
2018-01-23 10,10590.05693705256
2018-01-23 11,11068.068913096142
2018-01-23 12,11182.95385486064
2018-01-23 13,11214.12844301805
2018-01-23 14,11068.275080794983
2018-01-23 15,11014.259337664982
2018-01-23 16,11000.92113910369
2018-01-23 17,11081.820203660263
2018-01-23 18,10874.067337446077
2018-01-23 19,10722.886214020642
2018-01-23 20,10678.812583389406
2018-01-23 21,10672.294562074227
2018-01-23 22,10793.809985403555
2018-01-23 23,10612.726706672693
2018-01-24 00,10673.015556853832
2018-01-24 01,10810.684548575648
2018-01-24 02,10967.961386116296
2018-01-24 03,10905.253674708454
2018-01-24 04,10838.531817512847
2018-01-24 05,11028.517398378664
2018-01-24 06,10995.878527422747
2018-01-24 07,11203.64783438834
2018-01-24 08,11238.685361931832
2018-01-24 09,11308.082193587194
2018-01-24 10,11175.88500720228
2018-01-24 11,11003.254199202325
2018-01-24 12,10969.444072327182
2018-01-24 13,11061.636901378322
2018-01-24 14,11103.626620315239
2018-01-24 15,11152.922560688801
2018-01-24 16,11179.451876515419
2018-01-24 17,11137.910070452703
2018-01-24 18,11199.225872576657
2018-01-24 19,11314.835315576598
2018-01-24 20,11376.45791859179
2018-01-24 21,11468.277416878676
2018-01-24 22,11561.789613461855
2018-01-24 23,11478.060466550434
2018-01-25 00,11471.843027984643
2018-01-25 01,11483.547212422967
2018-01-25 02,11427.139941802923
2018-01-25 03,11293.634591930713
2018-01-25 04,11202.040783368708
2018-01-25 05,11290.832083042349
2018-01-25 06,11230.032708178083
2018-01-25 07,11096.865752346976
2018-01-25 08,11147.931790767327
2018-01-25 09,11201.163378742278
2018-01-25 10,11044.15121005537
2018-01-25 11,11004.897064632762
2018-01-25 12,10945.02198044005
2018-01-25 13,11152.179390395799
2018-01-25 14,11208.077334226846
2018-01-25 15,11280.110967306284
2018-01-25 16,11207.419204261056
2018-01-25 17,11224.901776185867
2018-01-25 18,11124.451528105144
2018-01-25 19,11215.79177668818
2018-01-25 20,11289.050425551497
2018-01-25 21,11473.460321503866
2018-01-25 22,11492.441822265355
2018-01-25 23,11409.649200359145
2018-01-26 00,11360.88930585145
2018-01-26 01,11310.699164766598
2018-01-26 02,11177.628602561676
2018-01-26 03,10740.815296431307
2018-01-26 04,10524.45759541821
2018-01-26 05,10545.708433407848
2018-01-26 06,10511.159606250714
2018-01-26 07,10549.71605457454
2018-01-26 08,10664.757205219306
2018-01-26 09,10719.636621915663
2018-01-26 10,10917.425247611074
2018-01-26 11,11140.238528054198
2018-01-26 12,11059.98710197871
2018-01-26 13,11038.549839335854
2018-01-26 14,10970.796852071411
2018-01-26 15,10985.717494102184
2018-01-26 16,10882.59361893755
2018-01-26 17,10842.5408859746
2018-01-26 18,10962.12987496659
2018-01-26 19,11100.85469849555
2018-01-26 20,10971.423663054657
2018-01-26 21,11036.262927610811
2018-01-26 22,11052.21045649428
2018-01-26 23,11063.57836746589
2018-01-27 00,11111.446512680426
2018-01-27 01,11261.77390125088
2018-01-27 02,11140.52914812801
2018-01-27 03,11132.777941534401
2018-01-27 04,11134.19650224652
2018-01-27 05,11178.703463726253
2018-01-27 06,10957.22778186673
2018-01-27 07,10950.75571248222
2018-01-27 08,11010.658248717697
2018-01-27 09,10978.343775161617
2018-01-27 10,11218.978465732944
2018-01-27 11,11380.506809930563
2018-01-27 12,11393.827293470988
2018-01-27 13,11340.51649693421
2018-01-27 14,11368.35881529455
2018-01-27 15,11457.731570949994
2018-01-27 16,11407.634327815285
2018-01-27 17,11398.174177008887
2018-01-27 18,11292.554119672053
2018-01-27 19,11360.94928295516
2018-01-27 20,11308.511444489466
2018-01-27 21,11290.436827826925
2018-01-27 22,11311.292928263107
2018-01-27 23,11396.256089794044
2018-01-28 00,11556.020887059289
2018-01-28 01,11617.733849298456
2018-01-28 02,11608.991408488258
2018-01-28 03,11548.088837205314
2018-01-28 04,11500.109419684635
2018-01-28 05,11427.653194754766
2018-01-28 06,11395.702429571544
2018-01-28 07,11412.789712350244
2018-01-28 08,11293.459305046372
2018-01-28 09,11351.175986111144
2018-01-28 10,11393.054374291421
2018-01-28 11,11378.23448744966
2018-01-28 12,11401.756842725072
2018-01-28 13,11410.256118492904
2018-01-28 14,11377.05128892184
2018-01-28 15,11428.400896977319
2018-01-28 16,11475.061808236387
2018-01-28 17,11518.797118222856
2018-01-28 18,11522.593101749246
2018-01-28 19,11537.826032363184
2018-01-28 20,11369.990398253927
2018-01-28 21,11240.517745511224
2018-01-28 22,11267.55863189133
2018-01-28 23,11279.464241605298
2018-01-29 00,11242.302704292773
2018-01-29 01,11106.748901552946
2018-01-29 02,11059.982028582823
2018-01-29 03,11067.491820057878
2018-01-29 04,11061.960395735216
2018-01-29 05,11078.819583520704
2018-01-29 06,10950.982595073438
2018-01-29 07,10907.875050311739
2018-01-29 08,10946.792047662386
2018-01-29 09,11088.41706419228
2018-01-29 10,11039.214851026178
2018-01-29 11,11064.86236195791
2018-01-29 12,11123.009578286432
2018-01-29 13,11155.31158625704
2018-01-29 14,11151.821753886708
2018-01-29 15,11132.265224145265
2018-01-29 16,11149.64189558441
2018-01-29 17,11087.53323589271
2018-01-29 18,11098.421493228674
2018-01-29 19,11130.05310750325
2018-01-29 20,11005.190267763708
2018-01-29 21,10926.69749262086
2018-01-29 22,10874.27804326276
2018-01-29 23,10964.05698323098
2018-01-30 00,10950.790950369223
2018-01-30 01,10951.826082190093
2018-01-30 02,10920.353341787451
2018-01-30 03,10983.038323898725
2018-01-30 04,10893.39193033024
2018-01-30 05,10835.454778492925
2018-01-30 06,10874.339720008284
2018-01-30 07,10911.495331492662
2018-01-30 08,10591.385194692684
2018-01-30 09,10502.280216822583
2018-01-30 10,10340.915528520456
2018-01-30 11,10366.381533013406
2018-01-30 12,10344.881500061161
2018-01-30 13,9963.463870886038
2018-01-30 14,10058.765387676109
2018-01-30 15,10068.030693767789
2018-01-30 16,10067.048779300045
2018-01-30 17,10165.755823343805
2018-01-30 18,9982.163955877188
2018-01-30 19,9835.06336897726
2018-01-30 20,9710.1249049306
2018-01-30 21,9863.137881691444
2018-01-30 22,9906.945544800992
2018-01-30 23,9798.000715698627
2018-01-31 00,9792.053740261712
2018-01-31 01,9956.028121477599
2018-01-31 02,10076.783604308588
2018-01-31 03,10139.260604321295
2018-01-31 04,10031.75396383202
2018-01-31 05,10097.890466109644
2018-01-31 06,10155.01323955347
2018-01-31 07,10233.927160039477
2018-01-31 08,10162.475531809961
2018-01-31 09,9976.167614794558
2018-01-31 10,9923.659677293776
2018-01-31 11,9872.925091782337
2018-01-31 12,9983.484235880791
2018-01-31 13,9989.177750801371
2018-01-31 14,9949.162190813955
2018-01-31 15,9994.59616672937
2018-01-31 16,9959.717269617331
2018-01-31 17,9987.564605932643
2018-01-31 18,10027.9571235056
2018-01-31 19,10118.255650613217
2018-01-31 20,10100.874230588248
2018-01-31 21,10101.18596932986
2018-01-31 22,9979.972188320702
2018-01-31 23,9963.167572728176
2018-02-01 03,9848.486668840815
2018-02-01 04,9716.654165087806
2018-02-01 05,9484.041814860622
2018-02-01 06,9519.738754551965
2018-02-01 07,9345.181837009764
2018-02-01 08,9216.432147725083
2018-02-01 09,9319.402576667988
2018-02-01 10,9278.92764733924
2018-02-01 11,9026.288992526112
2018-02-01 12,8960.724519074889
2018-02-01 13,8984.440089217796
2018-02-01 14,8786.24524519374
2018-02-01 15,8762.477728457745
2018-02-01 16,9106.682983637638
2018-02-01 17,8998.522450343673
2018-02-01 18,9016.798279745668
2018-02-01 19,8801.088672008711
2018-02-01 20,8653.660316624695
2018-02-01 21,8670.762721840461
2018-02-01 22,8795.94679553099
2018-02-01 23,8618.265828873095
2018-02-02 00,8559.731358490082
2018-02-02 01,8434.514873181264
2018-02-02 02,8516.490715909464
2018-02-02 03,8331.237889941367
2018-02-02 04,8264.524336288529
2018-02-02 05,8157.4784411063
2018-02-02 06,8019.852310647024
2018-02-02 07,7798.936085478877
2018-02-02 08,8489.623930439759
2018-02-02 09,8664.900124218397
2018-02-02 10,8757.319474525655
2018-02-02 11,8965.82282316584
2018-02-02 12,8796.099785959015
2018-02-02 13,8621.642436612567
2018-02-02 14,8532.342346587619
2018-02-02 15,8629.051364378414
2018-02-02 16,8552.792425438362
2018-02-02 17,8684.48987782285
2018-02-02 18,8789.122800424138
2018-02-02 19,8747.981463139427
2018-02-02 20,8587.952050201304
2018-02-02 21,8589.59611132311
2018-02-02 22,8267.77886109567
2018-02-02 23,8314.767591717227
2018-02-03 00,8341.568022425225
2018-02-03 01,8494.847923229678
2018-02-03 02,8620.089817561366
2018-02-03 03,8716.034050375489
2018-02-03 04,8877.365269901204
2018-02-03 05,8786.060922023291
2018-02-03 06,8886.61966121583
2018-02-03 07,8989.29450230727
2018-02-03 08,9111.491327683387
2018-02-03 09,9325.754132929207
2018-02-03 10,9363.163270846015
2018-02-03 11,9190.068529049897
2018-02-03 12,9290.81321132584
2018-02-03 13,9256.50912409206
2018-02-03 14,9350.361189387475
2018-02-03 15,9379.477382669764
2018-02-03 16,9213.559737260864
2018-02-03 17,9119.409717275246
2018-02-03 18,9121.470683837837
2018-02-03 19,9140.3473797802
2018-02-03 20,9074.504208433304
2018-02-03 21,9024.295347702751
2018-02-03 22,9151.861235793463
2018-02-03 23,9108.358975772395
2018-02-04 00,9169.023863882945
2018-02-04 01,9302.160476312072
2018-02-04 02,9199.180680853808
2018-02-04 03,9109.61272164342
2018-02-04 04,8878.968984407185
2018-02-04 05,8778.324873085834
2018-02-04 06,8861.005254322934
2018-02-04 07,8592.471093638844
2018-02-04 08,8720.318203999122
